source/a/upload/ :文件夹视频转码服务开启...
source/b/upload/ :文件夹视频转码服务开启...
source/x/upload/ :文件夹视频转码服务开启...
20165519596684.mp4：视频转码完成进度: 56%
20165519596684.mp4：视频转码完成进度: 57%
20165519594554vq86614.mp4：视频转码完成进度: 49%
2016551959w6684.mp4：视频转码完成进度: 58%
20165519591336vv4562.mp4：视频转码完成进度: 72%
20165519594554vq86614.mp4：视频转码完成进度: 50%
20165519596684.mp4：视频转码完成进度: 57%
2016551959w6684.mp4：视频转码完成进度: 58%
20165519591336vv4562.mp4：视频转码完成进度: 70%
20165519596684.mp4：视频转码完成进度: 58%
20165519594554vq86614.mp4：视频转码完成进度: 49%
2016551959w6684.mp4：视频转码完成进度: 58%
20165519591336vv4562.mp4：视频转码完成进度: 72%
20165519594554vq86614.mp4：视频转码完成进度: 52%
20165519591336vv4562.mp4：视频转码完成进度: 72%
20165519596684.mp4：视频转码完成进度: 58%
2016551959w6684.mp4：视频转码完成进度: 58%
20165519596684.mp4：视频转码完成进度: 58%
20165519594554vq86614.mp4：视频转码完成进度: 50%
2016551959w6684.mp4：视频转码完成进度: 59%
20165519591336vv4562.mp4：视频转码完成进度: 72%
20165519591336vv4562.mp4：视频转码完成进度: 74%
2016551959w6684.mp4：视频转码完成进度: 59%
20165519596684.mp4：视频转码完成进度: 58%
20165519594554vq86614.mp4：视频转码完成进度: 52%
20165519594554vq86614.mp4：视频转码完成进度: 50%
20165519596684.mp4：视频转码完成进度: 59%
2016551959w6684.mp4：视频转码完成进度: 60%
2016551959w6684.mp4：视频转码完成进度: 60%
20165519591336vv4562.mp4：视频转码完成进度: 74%
20165519594554vq86614.mp4：视频转码完成进度: 51%
20165519594554vq86614.mp4：视频转码完成进度: 52%
20165519596684.mp4：视频转码完成进度: 59%
20165519596684.mp4：视频转码完成进度: 61%
20165519591336vv4562.mp4：视频转码完成进度: 76%
2016551959w6684.mp4：视频转码完成进度: 61%
2016551959w6684.mp4：视频转码完成进度: 61%
20165519591336vv4562.mp4：视频转码完成进度: 75%
20165519591336vv4562.mp4：视频转码完成进度: 77%
20165519594554vq86614.mp4：视频转码完成进度: 53%
20165519594554vq86614.mp4：视频转码完成进度: 52%
20165519596684.mp4：视频转码完成进度: 62%
20165519596684.mp4：视频转码完成进度: 61%
2016551959w6684.mp4：视频转码完成进度: 62%
20165519594554vq86614.mp4：视频转码完成进度: 52%
2016551959w6684.mp4：视频转码完成进度: 62%
20165519591336vv4562.mp4：视频转码完成进度: 78%
20165519596684.mp4：视频转码完成进度: 62%
20165519591336vv4562.mp4：视频转码完成进度: 77%
20165519594554vq86614.mp4：视频转码完成进度: 54%
2016551959w6684.mp4：视频转码完成进度: 63%
20165519596684.mp4：视频转码完成进度: 62%
20165519594554vq86614.mp4：视频转码完成进度: 52%
20165519591336vv4562.mp4：视频转码完成进度: 79%
20165519594554vq86614.mp4：视频转码完成进度: 54%
20165519591336vv4562.mp4：视频转码完成进度: 78%
20165519596684.mp4：视频转码完成进度: 63%
2016551959w6684.mp4：视频转码完成进度: 63%
20165519596684.mp4：视频转码完成进度: 62%
2016551959w6684.mp4：视频转码完成进度: 64%
20165519594554vq86614.mp4：视频转码完成进度: 54%
20165519591336vv4562.mp4：视频转码完成进度: 81%
20165519591336vv4562.mp4：视频转码完成进度: 79%
2016551959w6684.mp4：视频转码完成进度: 64%
20165519596684.mp4：视频转码完成进度: 63%
20165519596684.mp4：视频转码完成进度: 64%
20165519594554vq86614.mp4：视频转码完成进度: 53%
2016551959w6684.mp4：视频转码完成进度: 65%
20165519591336vv4562.mp4：视频转码完成进度: 80%
20165519594554vq86614.mp4：视频转码完成进度: 55%
20165519591336vv4562.mp4：视频转码完成进度: 81%
2016551959w6684.mp4：视频转码完成进度: 65%
20165519596684.mp4：视频转码完成进度: 64%
20165519596684.mp4：视频转码完成进度: 65%
20165519594554vq86614.mp4：视频转码完成进度: 54%
20165519591336vv4562.mp4：视频转码完成进度: 81%
2016551959w6684.mp4：视频转码完成进度: 66%
20165519594554vq86614.mp4：视频转码完成进度: 56%
20165519591336vv4562.mp4：视频转码完成进度: 83%
2016551959w6684.mp4：视频转码完成进度: 66%
20165519596684.mp4：视频转码完成进度: 65%
20165519596684.mp4：视频转码完成进度: 66%
20165519594554vq86614.mp4：视频转码完成进度: 54%
20165519591336vv4562.mp4：视频转码完成进度: 82%
20165519591336vv4562.mp4：视频转码完成进度: 84%
2016551959w6684.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 57%
20165519596684.mp4：视频转码完成进度: 66%
2016551959w6684.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 55%
20165519596684.mp4：视频转码完成进度: 67%
20165519591336vv4562.mp4：视频转码完成进度: 83%
20165519594554vq86614.mp4：视频转码完成进度: 57%
20165519591336vv4562.mp4：视频转码完成进度: 84%
2016551959w6684.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 56%
20165519596684.mp4：视频转码完成进度: 67%
20165519596684.mp4：视频转码完成进度: 68%
2016551959w6684.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 58%
20165519591336vv4562.mp4：视频转码完成进度: 85%
20165519591336vv4562.mp4：视频转码完成进度: 84%
2016551959w6684.mp4：视频转码完成进度: 69%
2016551959w6684.mp4：视频转码完成进度: 69%
20165519596684.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 56%
20165519596684.mp4：视频转码完成进度: 69%
20165519591336vv4562.mp4：视频转码完成进度: 87%
20165519594554vq86614.mp4：视频转码完成进度: 58%
2016551959w6684.mp4：视频转码完成进度: 70%
20165519591336vv4562.mp4：视频转码完成进度: 85%
2016551959w6684.mp4：视频转码完成进度: 70%
20165519596684.mp4：视频转码完成进度: 69%
20165519596684.mp4：视频转码完成进度: 69%
20165519594554vq86614.mp4：视频转码完成进度: 57%
20165519591336vv4562.mp4：视频转码完成进度: 87%
20165519591336vv4562.mp4：视频转码完成进度: 89%
2016551959w6684.mp4：视频转码完成进度: 71%
20165519596684.mp4：视频转码完成进度: 70%
20165519594554vq86614.mp4：视频转码完成进度: 59%
2016551959w6684.mp4：视频转码完成进度: 71%
20165519596684.mp4：视频转码完成进度: 70%
20165519594554vq86614.mp4：视频转码完成进度: 58%
20165519594554vq86614.mp4：视频转码完成进度: 59%
20165519591336vv4562.mp4：视频转码完成进度: 89%
20165519591336vv4562.mp4：视频转码完成进度: 88%
20165519596684.mp4：视频转码完成进度: 71%
20165519596684.mp4：视频转码完成进度: 70%
2016551959w6684.mp4：视频转码完成进度: 72%
20165519594554vq86614.mp4：视频转码完成进度: 59%
2016551959w6684.mp4：视频转码完成进度: 72%
20165519591336vv4562.mp4：视频转码完成进度: 89%
20165519591336vv4562.mp4：视频转码完成进度: 91%
20165519596684.mp4：视频转码完成进度: 71%
20165519594554vq86614.mp4：视频转码完成进度: 60%
20165519596684.mp4：视频转码完成进度: 72%
2016551959w6684.mp4：视频转码完成进度: 72%
2016551959w6684.mp4：视频转码完成进度: 72%
20165519594554vq86614.mp4：视频转码完成进度: 59%
20165519591336vv4562.mp4：视频转码完成进度: 90%
20165519594554vq86614.mp4：视频转码完成进度: 61%
20165519591336vv4562.mp4：视频转码完成进度: 92%
20165519596684.mp4：视频转码完成进度: 72%
2016551959w6684.mp4：视频转码完成进度: 73%
20165519596684.mp4：视频转码完成进度: 73%
2016551959w6684.mp4：视频转码完成进度: 73%
20165519594554vq86614.mp4：视频转码完成进度: 60%
20165519591336vv4562.mp4：视频转码完成进度: 93%
20165519591336vv4562.mp4：视频转码完成进度: 91%
20165519594554vq86614.mp4：视频转码完成进度: 62%
20165519596684.mp4：视频转码完成进度: 73%
2016551959w6684.mp4：视频转码完成进度: 74%
2016551959w6684.mp4：视频转码完成进度: 74%
20165519594554vq86614.mp4：视频转码完成进度: 60%
20165519596684.mp4：视频转码完成进度: 74%
20165519591336vv4562.mp4：视频转码完成进度: 92%
20165519591336vv4562.mp4：视频转码完成进度: 94%
20165519594554vq86614.mp4：视频转码完成进度: 62%
20165519596684.mp4：视频转码完成进度: 74%
20165519596684.mp4：视频转码完成进度: 75%
20165519594554vq86614.mp4：视频转码完成进度: 62%
2016551959w6684.mp4：视频转码完成进度: 76%
2016551959w6684.mp4：视频转码完成进度: 75%
20165519591336vv4562.mp4：视频转码完成进度: 94%
20165519591336vv4562.mp4：视频转码完成进度: 93%
20165519596684.mp4：视频转码完成进度: 75%
20165519594554vq86614.mp4：视频转码完成进度: 63%
2016551959w6684.mp4：视频转码完成进度: 76%
20165519596684.mp4：视频转码完成进度: 76%
2016551959w6684.mp4：视频转码完成进度: 76%
20165519591336vv4562.mp4：视频转码完成进度: 95%
20165519594554vq86614.mp4：视频转码完成进度: 62%
20165519594554vq86614.mp4：视频转码完成进度: 64%
20165519591336vv4562.mp4：视频转码完成进度: 94%
20165519596684.mp4：视频转码完成进度: 76%
20165519596684.mp4：视频转码完成进度: 76%
2016551959w6684.mp4：视频转码完成进度: 77%
20165519591336vv4562.mp4：视频转码完成进度: 95%
2016551959w6684.mp4：视频转码完成进度: 77%
20165519594554vq86614.mp4：视频转码完成进度: 63%
20165519594554vq86614.mp4：视频转码完成进度: 65%
20165519596684.mp4：视频转码完成进度: 76%
20165519591336vv4562.mp4：视频转码完成进度: 95%
2016551959w6684.mp4：视频转码完成进度: 77%
20165519591336vv4562.mp4：视频转码完成进度: 96%
20165519594554vq86614.mp4：视频转码完成进度: 64%
20165519596684.mp4：视频转码完成进度: 78%
20165519594554vq86614.mp4：视频转码完成进度: 66%
2016551959w6684.mp4：视频转码完成进度: 78%
20165519596684.mp4：视频转码完成进度: 77%
20165519591336vv4562.mp4：视频转码完成进度: 95%
2016551959w6684.mp4：视频转码完成进度: 78%
20165519594554vq86614.mp4：视频转码完成进度: 65%
20165519591336vv4562.mp4：视频转码完成进度: 97%
20165519594554vq86614.mp4：视频转码完成进度: 67%
20165519596684.mp4：视频转码完成进度: 79%
2016551959w6684.mp4：视频转码完成进度: 79%
20165519596684.mp4：视频转码完成进度: 78%
20165519591336vv4562.mp4：视频转码完成进度: 99%
20165519591336vv4562.mp4：视频转码完成进度: 96%
2016551959w6684.mp4：视频转码完成进度: 79%
20165519594554vq86614.mp4：视频转码完成进度: 66%
20165519594554vq86614.mp4：视频转码完成进度: 68%
20165519596684.mp4：视频转码完成进度: 80%
2016551959w6684.mp4：视频转码完成进度: 81%
20165519596684.mp4：视频转码完成进度: 79%
20165519591336vv4562.mp4：视频转码完成进度: 97%
20165519591336vv4562.mp4：视频转码完成进度: 99%
2016551959w6684.mp4：视频转码完成进度: 80%
20165519594554vq86614.mp4：视频转码完成进度: 67%
20165519594554vq86614.mp4：视频转码完成进度: 69%
20165519596684.mp4：视频转码完成进度: 81%
2016551959w6684.mp4：视频转码完成进度: 81%
2016551959w6684.mp4：视频转码完成进度: 81%
20165519596684.mp4：视频转码完成进度: 81%
20165519591336vv4562.mp4：视频转码完成进度: 99%
20165519596684.mp4：视频转码完成进度: 81%
20165519594554vq86614.mp4：视频转码完成进度: 70%
20165519594554vq86614.mp4：视频转码完成进度: 68%
2016551959w6684.mp4：视频转码完成进度: 82%
20165519596684.mp4：视频转码完成进度: 82%
20165519591336vv4562.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 69%
2016551959w6684.mp4：视频转码完成进度: 81%
20165519596684.mp4：视频转码完成进度: 81%
20165519594554vq86614.mp4：视频转码完成进度: 70%
2016551959w6684.mp4：视频转码完成进度: 82%
2016551959w6684.mp4：视频转码完成进度: 83%
20165519594554vq86614.mp4：视频转码完成进度: 70%
20165519596684.mp4：视频转码完成进度: 83%
20165519596684.mp4：视频转码完成进度: 82%
20165519594554vq86614.mp4：视频转码完成进度: 71%
2016551959w6684.mp4：视频转码完成进度: 83%
2016551959w6684.mp4：视频转码完成进度: 84%
20165519591336vv4562.mp4：视频转码完成进度: 100%
20165519591336vv4562.mp4：视频转码成功！
转码成功并将原始文件重命名
20165519596684.mp4：视频转码完成进度: 84%
20165519594554vq86614.mp4：视频转码完成进度: 70%
20165519596684.mp4：视频转码完成进度: 83%
20165519594554vq86614.mp4：视频转码完成进度: 72%
正在生成视频截图: 20165519591336vv4562_512x288.png
2016551959w6684.mp4：视频转码完成进度: 85%
2016551959w6684.mp4：视频转码完成进度: 84%
20165519594554vq86614.mp4：视频转码完成进度: 71%
视频截图保存成功！
20165519596684.mp4：视频转码完成进度: 84%
20165519594554vq86614.mp4：视频转码完成进度: 73%
20165519596684.mp4：视频转码完成进度: 85%
20165519591336vv4562.mp4.Done：不是视频文件...
20165519591336vv4562_512x288.png：不是视频文件...
20165519591336vv4562.mp4：视频转码完成进度: 100%
20165519591336vv4562.mp4：视频转码成功！
重命名文件失败 { [Error: ENOENT: no such file or directory, rename 'source/a/upload/20165519591336vv4562.mp4' -> 'source/a/upload/20165519591336vv4562.mp4.Done']
  errno: -2,
  code: 'ENOENT',
  syscall: 'rename',
  path: 'source/a/upload/20165519591336vv4562.mp4',
  dest: 'source/a/upload/20165519591336vv4562.mp4.Done' }
2016551959w6684.mp4：视频转码完成进度: 86%
2016551959w6684.mp4：视频转码完成进度: 85%
正在生成视频截图: 20165519591336vv4562_512x288.png
20165519594554vq86614.mp4：视频转码完成进度: 72%
20165519596684.mp4：视频转码完成进度: 85%
20165519596684.mp4：视频转码完成进度: 86%
20165519594554vq86614.mp4：视频转码完成进度: 73%
视频截图保存成功！
2016551959w6684.mp4：视频转码完成进度: 87%
2016551959w6684.mp4：视频转码完成进度: 86%
20165519594554vq86614.mp4：视频转码完成进度: 73%
20165519596684.mp4：视频转码完成进度: 86%
20165519594554vq86614.mp4：视频转码完成进度: 74%
20165519596684.mp4：视频转码完成进度: 89%
2016551959w6684.mp4：视频转码完成进度: 90%
2016551959w6684.mp4：视频转码完成进度: 88%
20165519596684.mp4：视频转码完成进度: 88%
20165519594554vq86614.mp4：视频转码完成进度: 73%
20165519596684.mp4：视频转码完成进度: 90%
2016551959w6684.mp4：视频转码完成进度: 91%
20165519594554vq86614.mp4：视频转码完成进度: 75%
2016551959w6684.mp4：视频转码完成进度: 90%
20165519594554vq86614.mp4：视频转码完成进度: 75%
20165519594554vq86614.mp4：视频转码完成进度: 74%
20165519596684.mp4：视频转码完成进度: 90%
20165519596684.mp4：视频转码完成进度: 92%
2016551959w6684.mp4：视频转码完成进度: 93%
2016551959w6684.mp4：视频转码完成进度: 92%
20165519594554vq86614.mp4：视频转码完成进度: 76%
20165519594554vq86614.mp4：视频转码完成进度: 75%
20165519596684.mp4：视频转码完成进度: 92%
20165519596684.mp4：视频转码完成进度: 94%
2016551959w6684.mp4：视频转码完成进度: 94%
2016551959w6684.mp4：视频转码完成进度: 93%
20165519594554vq86614.mp4：视频转码完成进度: 77%
20165519596684.mp4：视频转码完成进度: 94%
20165519594554vq86614.mp4：视频转码完成进度: 76%
2016551959w6684.mp4：视频转码完成进度: 95%
20165519596684.mp4：视频转码完成进度: 94%
2016551959w6684.mp4：视频转码完成进度: 94%
20165519594554vq86614.mp4：视频转码完成进度: 78%
20165519596684.mp4：视频转码完成进度: 95%
20165519596684.mp4：视频转码完成进度: 94%
2016551959w6684.mp4：视频转码完成进度: 97%
20165519594554vq86614.mp4：视频转码完成进度: 77%
2016551959w6684.mp4：视频转码完成进度: 96%
20165519594554vq86614.mp4：视频转码完成进度: 78%
20165519596684.mp4：视频转码完成进度: 97%
20165519596684.mp4：视频转码完成进度: 96%
20165519594554vq86614.mp4：视频转码完成进度: 79%
2016551959w6684.mp4：视频转码完成进度: 98%
2016551959w6684.mp4：视频转码完成进度: 98%
20165519596684.mp4：视频转码完成进度: 98%
20165519594554vq86614.mp4：视频转码完成进度: 79%
20165519596684.mp4：视频转码完成进度: 99%
2016551959w6684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 80%
20165519596684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 79%
2016551959w6684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 81%
20165519596684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 80%
20165519596684.mp4：视频转码完成进度: 99%
2016551959w6684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 82%
20165519594554vq86614.mp4：视频转码完成进度: 81%
20165519594554vq86614.mp4：视频转码完成进度: 83%
2016551959w6684.mp4：视频转码完成进度: 99%
2016551959w6684.mp4：视频转码成功！
转码成功并将原始文件重命名
正在生成视频截图: 2016551959w6684_448x336.png
20165519594554vq86614.mp4：视频转码完成进度: 82%
20165519596684.mp4：视频转码完成进度: 99%
20165519596684.mp4：视频转码成功！
转码成功并将原始文件重命名
视频截图保存成功！
正在生成视频截图: 20165519596684_448x336.png
20165519594554vq86614.mp4：视频转码完成进度: 84%
视频截图保存成功！
20165519596684.mp4：视频转码完成进度: 99%
2016551959w6684.mp4：视频转码完成进度: 99%
20165519594554vq86614.mp4：视频转码完成进度: 83%
20165519594554vq86614.mp4：视频转码完成进度: 86%
2016551959w6684.mp4：视频转码成功！
重命名文件失败 { [Error: ENOENT: no such file or directory, rename 'source/a/upload/2016551959w6684.mp4' -> 'source/a/upload/2016551959w6684.mp4.Done']
  errno: -2,
  code: 'ENOENT',
  syscall: 'rename',
  path: 'source/a/upload/2016551959w6684.mp4',
  dest: 'source/a/upload/2016551959w6684.mp4.Done' }
20165519596684.mp4：视频转码成功！
重命名文件失败 { [Error: ENOENT: no such file or directory, rename 'source/a/upload/20165519596684.mp4' -> 'source/a/upload/20165519596684.mp4.Done']
  errno: -2,
  code: 'ENOENT',
  syscall: 'rename',
  path: 'source/a/upload/20165519596684.mp4',
  dest: 'source/a/upload/20165519596684.mp4.Done' }
正在生成视频截图: 2016551959w6684_448x336.png
正在生成视频截图: 20165519596684_448x336.png
20165519594554vq86614.mp4：视频转码完成进度: 86%
视频截图保存成功！
视频截图保存成功！
20165519594554vq86614.mp4：视频转码完成进度: 88%
20165519594554vq86614.mp4：视频转码完成进度: 88%
20165519594554vq86614.mp4：视频转码完成进度: 90%
20165519594554vq86614.mp4：视频转码完成进度: 91%
20165519594554vq86614.mp4：视频转码完成进度: 93%
20165519594554vq86614.mp4：视频转码完成进度: 93%
20165519594554vq86614.mp4：视频转码完成进度: 95%
20165519596684_448x336.png：不是视频文件...
2016551959w6684_448x336.png：不是视频文件...
20165519596684_448x336.png：不是视频文件...
2016551959w6684_448x336.png：不是视频文件...
20165519596684.mp4.Done：不是视频文件...
2016551959w6684.mp4.Done：不是视频文件...
20165519596684.mp4.Done：不是视频文件...
2016551959w6684.mp4.Done：不是视频文件...
20165519594554vq86614.mp4：视频转码完成进度: 95%
20165519594554vq86614.mp4：视频转码完成进度: 98%
20165519594554vq86614.mp4：视频转码完成进度: 98%
20165519594554vq86614.mp4：视频转码完成进度: 100%
20165519594554vq86614.mp4：视频转码成功！
转码成功并将原始文件重命名
正在生成视频截图: 20165519594554vq86614_512x288.png
20165519594554vq86614.mp4：视频转码完成进度: 100%
视频截图保存成功！
20165519594554vq86614.mp4：视频转码成功！
重命名文件失败 { [Error: ENOENT: no such file or directory, rename 'source/a/upload/20165519594554vq86614.mp4' -> 'source/a/upload/20165519594554vq86614.mp4.Done']
  errno: -2,
  code: 'ENOENT',
  syscall: 'rename',
  path: 'source/a/upload/20165519594554vq86614.mp4',
  dest: 'source/a/upload/20165519594554vq86614.mp4.Done' }
正在生成视频截图: 20165519594554vq86614_512x288.png
视频截图保存成功！
20165519594554vq86614_512x288.png：不是视频文件...
20165519594554vq86614.mp4.Done：不是视频文件...
error: Forever detected script was killed by signal: SIGKILL
